activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,501834,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-n2cncc2C)cc1,,,CHEMBL1145921,J. Med. Chem.,2003.0,,CHEMBL358880,,CHEMBL358880,,0,http://www.openphacts.org/units/Nanomolar,295390,<,1,1,<,,IC50,nM,,46.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,46.0
,503166,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCc1ccc(/N=C/NO)c(C)c1,,,CHEMBL1145921,J. Med. Chem.,2003.0,"{'bei': '31.83', 'le': '0.60', 'lle': '3.59', 'sei': '14.71'}",CHEMBL267865,,CHEMBL267865,6.57,0,http://www.openphacts.org/units/Nanomolar,295385,=,1,1,=,,IC50,nM,,272.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,272.0
,505523,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-c2cc(C)[nH]n2)cc1,,,CHEMBL1145921,J. Med. Chem.,2003.0,"{'bei': '20.82', 'le': '0.39', 'lle': '1.24', 'sei': '12.65'}",CHEMBL356594,,CHEMBL356594,4.80,0,http://www.openphacts.org/units/Nanomolar,295393,=,1,1,=,,IC50,nM,,16000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,16000.0
,507942,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-c2ccccn2)cc1,,,CHEMBL1145921,J. Med. Chem.,2003.0,"{'bei': '23.96', 'le': '0.44', 'lle': '1.52', 'sei': '24.63'}",CHEMBL150653,,CHEMBL150653,5.45,0,http://www.openphacts.org/units/Nanomolar,295391,=,1,1,=,,IC50,nM,,3570.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,3570.0
,509136,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-c2c[nH]cn2)cc1,,,CHEMBL1145921,J. Med. Chem.,2003.0,,CHEMBL151170,,CHEMBL151170,,0,http://www.openphacts.org/units/Nanomolar,295404,>,1,1,>,,IC50,nM,,46.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,46.0
,509142,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-c2ncc[nH]2)cc1,,,CHEMBL1145921,J. Med. Chem.,2003.0,"{'bei': '21.86', 'le': '0.40', 'lle': '1.47', 'sei': '12.47'}",CHEMBL150999,,CHEMBL150999,4.73,0,http://www.openphacts.org/units/Nanomolar,295403,=,1,1,=,,IC50,nM,,18700.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,18700.0
,509148,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-c2oncc2C)cc1,,,CHEMBL1145921,J. Med. Chem.,2003.0,"{'bei': '27.32', 'le': '0.51', 'lle': '2.49', 'sei': '17.92'}",CHEMBL151038,,CHEMBL151038,6.32,0,http://www.openphacts.org/units/Nanomolar,295396,=,1,1,=,,IC50,nM,,480.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,480.0
,510400,[],CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-n2cnc(C)c2)cc1,,,CHEMBL1145921,J. Med. Chem.,2003.0,"{'bei': '27.98', 'le': '0.52', 'lle': '3.08', 'sei': '23.82'}",CHEMBL151207,,CHEMBL151207,6.44,0,http://www.openphacts.org/units/Nanomolar,295387,=,1,1,=,,IC50,nM,,360.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,360.0
,563102,[],CHEMBL660381,Inhibition of human Cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,O=C1c2ccccc2CCCN1CCN1CCC(n2c(O)nc3cc(F)ccc32)CC1,,,CHEMBL1136643,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL273921,,CHEMBL273921,,0,http://www.openphacts.org/units/Nanomolar,6376,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,640256,[],CHEMBL659095,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,,,CHEMBL1135959,Bioorg. Med. Chem. Lett.,2002.0,,CHEMBL10921,,CHEMBL10921,,0,http://www.openphacts.org/units/Nanomolar,159270,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,40.0
,868986,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cncc(CCCOc2ccc(-n3ccnc3)cc2)c1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL262968,,CHEMBL262968,,0,http://www.openphacts.org/units/Nanomolar,214170,<,1,1,<,,IC50,nM,,46.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,46.0
,870276,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)N1CCN(CCOc2ccc(-n3ccnc3)cc2)CC1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL114555,,CHEMBL114555,6.33,0,http://www.openphacts.org/units/Nanomolar,214163,=,1,1,=,,IC50,nM,,469.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,469.0
,875034,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cn(-c2ccc(OCCN3CCOCC3)cc2)cn1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL113018,,CHEMBL113018,7.04,0,http://www.openphacts.org/units/Nanomolar,214168,=,1,1,=,,IC50,nM,,91.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,91.0
,877527,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCOc1ccc(-n2ccnc2)cc1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL325429,,CHEMBL325429,5.53,0,http://www.openphacts.org/units/Nanomolar,214167,=,1,1,=,,IC50,nM,,2960.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,2960.0
,878766,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cc(CCCOc2ccc(-n3ccnc3)cc2)ccn1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL113227,,CHEMBL113227,,0,http://www.openphacts.org/units/Nanomolar,214169,<,1,1,<,,IC50,nM,,46.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,46.0
,880100,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCOc1ccc(-n2ccnc2)cc1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL114297,,CHEMBL114297,5.01,0,http://www.openphacts.org/units/Nanomolar,214164,=,1,1,=,,IC50,nM,,9700.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,9700.0
,884951,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1ccc(CCCOc2ccc(-n3ccnc3)cc2)nc1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL115876,,CHEMBL115876,,0,http://www.openphacts.org/units/Nanomolar,214171,<,1,1,<,,IC50,nM,,46.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,46.0
,889942,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-n2ccnc2)cc1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL112532,,CHEMBL112532,8.15,0,http://www.openphacts.org/units/Nanomolar,214160,=,1,1,=,,IC50,nM,,7.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,7.0
,893391,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL113275,,CHEMBL113275,5.21,0,http://www.openphacts.org/units/Nanomolar,214166,=,1,1,=,,IC50,nM,,6220.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,6220.0
,894553,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1ccc(COc2ccc(-n3ccnc3)cc2)nc1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL112592,,CHEMBL112592,,0,http://www.openphacts.org/units/Nanomolar,214161,<,1,1,<,,IC50,nM,,46.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,46.0
,894560,[],CHEMBL660382,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCOc1ccc(-n2ccnc2)cn1,,,CHEMBL1137944,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL320105,,CHEMBL320105,,0,http://www.openphacts.org/units/Nanomolar,214162,<,1,1,<,,IC50,nM,,46.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,nM,UO_0000065,,46.0
,905107,[],CHEMBL664321,Inhibition of heterologously expressed human cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,,,CHEMBL1132976,J. Med. Chem.,2000.0,,CHEMBL276140,,CHEMBL276140,,0,http://www.openphacts.org/units/Nanomolar,14821,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,921686,[],CHEMBL664321,Inhibition of heterologously expressed human cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,,,CHEMBL1132976,J. Med. Chem.,2000.0,,CHEMBL14563,SB-242084,CHEMBL14563,,0,http://www.openphacts.org/units/Nanomolar,14822,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,927074,[],CHEMBL664321,Inhibition of heterologously expressed human cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,,,CHEMBL1132976,J. Med. Chem.,2000.0,,CHEMBL14460,SB-243213,CHEMBL14460,,0,http://www.openphacts.org/units/Nanomolar,14823,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,939560,[],CHEMBL664321,Inhibition of heterologously expressed human cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2,,,CHEMBL1132976,J. Med. Chem.,2000.0,,CHEMBL14276,,CHEMBL14276,,0,http://www.openphacts.org/units/Nanomolar,14831,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,1106778,[],CHEMBL660385,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,,,CHEMBL1137947,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL421841,,CHEMBL421841,4.58,0,http://www.openphacts.org/units/Nanomolar,321324,=,1,1,=,,IC50,nM,,26000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,26.0
,1110127,[],CHEMBL660385,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,,,CHEMBL1137947,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL164261,,CHEMBL164261,5.38,0,http://www.openphacts.org/units/Nanomolar,321329,=,1,1,=,,IC50,nM,,4200.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,4.2
,1113800,[],CHEMBL660385,Inhibition of cytochrome P450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,,,CHEMBL1137947,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL162383,,CHEMBL162383,5.27,0,http://www.openphacts.org/units/Nanomolar,321325,=,1,1,=,,IC50,nM,,5400.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,5.4
,1416777,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CNc1ccc(-c2cccnc2)s1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179529,,CHEMBL179529,5.50,0,http://www.openphacts.org/units/Nanomolar,364386,=,1,1,=,,IC50,nM,,3200.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,3.2
,1416791,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cn1cnc(-c2cccnc2)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL360999,,CHEMBL360999,,0,http://www.openphacts.org/units/Nanomolar,364387,=,1,1,=,,IC50,nM,,122100.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,122.1
,1416805,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1cnc(-c2cccnc2)c1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL361364,,CHEMBL361364,4.33,0,http://www.openphacts.org/units/Nanomolar,364396,=,1,1,=,,IC50,nM,,46400.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,46.4
,1416916,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1ccc(Cn2cnc(-c3cccnc3)c2)cc1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178780,,CHEMBL178780,4.92,0,http://www.openphacts.org/units/Nanomolar,364397,=,1,1,=,,IC50,nM,,12100.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,12.1
,1416930,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cc1cn(-c2cccnc2)cn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178781,,CHEMBL178781,,0,http://www.openphacts.org/units/Nanomolar,364398,>,1,1,>,,IC50,nM,,300000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,300.0
,1417303,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cncc(-c2cccs2)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179618,,CHEMBL179618,,0,http://www.openphacts.org/units/Nanomolar,364251,=,1,1,=,,IC50,nM,,178000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,178.0
,1417318,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccsc1-c1cccnc1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179669,,CHEMBL179669,4.70,0,http://www.openphacts.org/units/Nanomolar,364253,=,1,1,=,,IC50,nM,,20100.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,20.1
,1417455,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,O=Cc1ccc(-c2cccnc2)s1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179398,,CHEMBL179398,4.19,0,http://www.openphacts.org/units/Nanomolar,364275,=,1,1,=,,IC50,nM,,65200.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,65.2
,1417469,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccc(-c2cccnc2)s1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL362702,,CHEMBL362702,4.20,0,http://www.openphacts.org/units/Nanomolar,364281,=,1,1,=,,IC50,nM,,62700.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,62.7
,1417597,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cncc(-c2ccsc2)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL361153,,CHEMBL361153,,0,http://www.openphacts.org/units/Nanomolar,364147,=,1,1,=,,IC50,nM,,111200.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,111.2
,1417611,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(-c2ccsc2)cn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179005,,CHEMBL179005,,0,http://www.openphacts.org/units/Nanomolar,364148,=,1,1,=,,IC50,nM,,182000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,182.0
,1417739,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cc1cscc1-c1cccnc1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179704,,CHEMBL179704,4.60,0,http://www.openphacts.org/units/Nanomolar,364158,=,1,1,=,,IC50,nM,,24900.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,24.9
,1417753,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cc1cscc1-c1ccc(F)nc1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL425519,,CHEMBL425519,4.39,0,http://www.openphacts.org/units/Nanomolar,364159,=,1,1,=,,IC50,nM,,40900.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,40.9
,1417883,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cncc(-c2cccnc2)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179763,,CHEMBL179763,,0,http://www.openphacts.org/units/Nanomolar,364182,>,1,1,>,,IC50,nM,,300000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,300.0
,1417900,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cncc(-c2c[nH]cn2)c1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178516,,CHEMBL178516,4.27,0,http://www.openphacts.org/units/Nanomolar,364201,=,1,1,=,,IC50,nM,,53500.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,53.5
,1418021,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,O/N=C/c1ccc(-c2cccnc2)s1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178534,,CHEMBL178534,4.43,0,http://www.openphacts.org/units/Nanomolar,364210,=,1,1,=,,IC50,nM,,37200.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,37.2
,1418035,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,O/N=C/c1ccc(-c2cccnc2)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178547,,CHEMBL178547,,0,http://www.openphacts.org/units/Nanomolar,364211,=,1,1,=,,IC50,nM,,118000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,118.0
,1418151,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,O/N=C\c1ccc(-c2cccnc2)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178330,,CHEMBL178330,,0,http://www.openphacts.org/units/Nanomolar,364212,=,1,1,=,,IC50,nM,,279000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,279.0
,1418165,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,NCc1ccc(-c2cccnc2)s1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL359657,,CHEMBL359657,5.70,0,http://www.openphacts.org/units/Nanomolar,364222,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,2.0
,1418179,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,c1cncc(-c2ccc(CNCc3ccc(-c4cccnc4)s3)s2)c1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178711,,CHEMBL178711,6.68,0,http://www.openphacts.org/units/Nanomolar,364223,=,1,1,=,,IC50,nM,,210.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,0.21
,1418299,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,NCc1ccc(-c2cccnc2)o1,,,CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178090,,CHEMBL178090,4.66,0,http://www.openphacts.org/units/Nanomolar,364224,=,1,1,=,,IC50,nM,,22000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,22.0
,1418431,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,C[n+]1c[nH]cc1-c1cccnc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL179399,,CHEMBL179399,,0,http://www.openphacts.org/units/Nanomolar,364267,=,1,1,=,,IC50,nM,,122100.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,122.1
,1418445,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,O/N=C/c1ccc(-c2cccnc2)o1.O/N=C\c1ccc(-c2cccnc2)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL1795039,,CHEMBL1795039,,0,http://www.openphacts.org/units/Nanomolar,364276,=,1,1,=,,IC50,nM,,175000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,175.0
,1418458,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,N=Cc1ccc(-c2cccnc2)s1.N=Cc1ccc(-c2cccnc2)s1.NCc1ccc(-c2cccnc2)s1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL178681,,CHEMBL178681,,0,http://www.openphacts.org/units/Nanomolar,364282,=,1,1,=,,IC50,nM,,233000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,233.0
,1419141,[],CHEMBL827104,Inhibitory concentration value against human cytochrome P-450 2C19,A,,,BAO_0000190,BAO_0000357,single protein format,Cc1nccn1-c1cccnc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145288,J. Med. Chem.,2005.0,,CHEMBL368883,,CHEMBL368883,,0,http://www.openphacts.org/units/Nanomolar,364406,>,1,1,>,,IC50,nM,,300000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,300.0
